,first_accuracy,first_wait,delayed,cancelled
3079,-107.0,70.0,0,0
3080,2871.0,272.0,0,0
3081,1846.0,2391.0,0,1
3082,-12.0,237.0,0,0
3083,-47.0,331.0,0,0
3084,,,0,0
3085,181.0,387.0,0,1
3086,,,0,0
3087,,,1,0
3088,35.0,172.0,0,0
3089,,,0,0
3090,1790.0,457.0,0,0
3091,,,0,0
3092,,,0,0
3093,856.0,26.0,0,0
3094,,,0,0
3095,340.0,0.0,0,0
3096,3462.0,249.0,0,0
3097,1.0,3674.0,1,0
3098,324.0,1247.0,0,0
3099,141.0,94.0,0,0
3100,252.0,0.0,1,0
3101,-255.0,0.0,0,0
3102,-67.0,0.0,0,0
3103,,,0,0
3104,,,0,0
3105,1644.0,508.0,0,0
3106,62.0,198.0,0,0
3107,89.0,0.0,0,0
3108,,,1,1
3109,42.0,856.0,0,0
3110,17.0,296.0,1,0
3111,-85.0,240.0,0,0
3112,9906.0,1117.0,0,0
3113,102.0,0.0,0,0
3114,,,0,0
3115,11673.0,579.0,0,0
3116,2944.0,3061.0,0,0
3117,-27.0,0.0,0,0
3118,-77.0,0.0,0,0
3119,332.0,249.0,0,0
3120,,,0,0
3121,62.0,82.0,0,0
3122,56.0,1911.0,0,1
3123,42.0,358.0,0,0
3124,-145.0,0.0,0,0
3125,,,0,0
3126,,,0,0
3127,-122.0,630.0,0,0
3128,-54.0,160.0,1,0
3129,408.0,225.0,0,0
3130,,,0,0
3131,,,0,0
3132,-60.0,235.0,0,0
3133,,,1,0
3134,642.0,529.0,0,1
3135,142.0,5.0,0,0
3136,-31.0,289.0,0,0
3137,-9.0,0.0,0,0
3138,-1512.0,0.0,0,0
3139,,,1,0
3140,-253.0,1261.0,0,0
3141,360.0,1087.0,1,1
3142,,,1,0
3143,414.0,1251.0,0,0
3144,6462.0,719.0,1,0
3145,18.0,0.0,0,0
3146,84.0,0.0,1,0
3147,1.0,1449.0,0,0
3148,-6.0,46.0,0,0
3149,116.0,0.0,0,0
3150,,,0,0
3151,-136.0,0.0,0,0
3152,-4.0,0.0,0,0
3153,,,1,0
3154,1117.0,878.0,1,0
3155,63.0,0.0,1,0
3156,4486.0,452.0,0,1
3157,,,1,0
3158,77.0,0.0,0,0
3159,-165.0,256.0,0,0
3160,197.0,0.0,0,0
3161,,,0,0
3162,86.0,0.0,0,0
3163,31.0,622.0,0,0
3164,227.0,290.0,0,1
3165,-65.0,70.0,1,0
3166,525.0,250.0,0,0
3167,-49.0,0.0,0,0
3168,1761.0,40.0,1,0
3169,,,0,0
3170,,,0,0
3171,-75.0,153.0,0,0
3172,,,1,0
3173,1454.0,11.0,0,1
3174,-69.0,49.0,1,0
3175,,,0,0
3176,,,0,0
3177,,,1,0
3178,,,0,0
3179,806.0,1014.0,0,1
3180,,,1,0
3181,-63.0,286.0,0,0
3182,-8.0,0.0,0,0
3183,,,0,1
3184,,,0,0
3185,-30.0,224.0,0,0
3186,116.0,66.0,1,0
3187,-101.0,38.0,0,0
3188,,,0,0
3189,-96.0,0.0,0,0
3190,,,0,0
3191,,,0,0
3192,-334.0,842.0,1,0
3193,-153.0,503.0,0,0
3194,-101.0,197.0,0,0
3195,,,0,0
3196,,,1,0
3197,314.0,0.0,0,0
3198,,,0,0
3199,,,0,0
3200,368.0,63.0,0,0
3201,103.0,752.0,0,0
3202,2167.0,654.0,0,0
3203,,,0,0
3204,,,0,0
3205,-158.0,844.0,0,0
3206,,,0,0
3207,1149.0,0.0,0,0
3208,,,0,0
3209,-84.0,0.0,0,0
3210,-78.0,36.0,1,0
3211,,,0,0
3212,-1.0,32.0,0,0
3213,53.0,177.0,0,0
3214,,,1,0
3215,-118.0,278.0,0,0
3216,,,0,0
3217,793.0,82.0,1,0
3218,-64.0,116.0,1,0
3219,-505.0,89.0,0,0
3220,1.0,454.0,0,0
3221,450.0,365.0,1,0
3222,,,0,0
3223,,,0,0
3224,247.0,0.0,0,0
3225,1208.0,4.0,1,0
3226,549.0,1368.0,0,0
3227,1.0,369.0,0,0
3228,-145.0,64.0,0,0
3229,,,0,0
3230,,,0,0
3231,16172.0,594.0,1,0
3232,428.0,309.0,0,0
3233,,,0,0
3234,-64.0,0.0,0,0
3235,113.0,458.0,1,0
3236,,,0,0
3237,626.0,0.0,0,0
3238,,,0,0
3239,,,0,0
3240,-62.0,0.0,0,0
3241,1282.0,753.0,1,0
3242,-144.0,1206.0,0,0
3243,,,0,0
3244,-106.0,0.0,1,0
3245,1190.0,237.0,0,0
3246,23.0,122.0,0,0
3247,256.0,1302.0,0,0
3248,,,0,0
3249,-156.0,1518.0,0,0
3250,149.0,590.0,0,0
3251,,,0,0
3252,-41.0,683.0,0,0
3253,80.0,50.0,0,0
3254,,,0,0
3255,1283.0,0.0,0,0
3256,-54.0,215.0,0,0
3257,,,1,0
3258,241.0,0.0,0,0
3259,58.0,40.0,1,0
3260,-27.0,82.0,0,0
3261,57.0,14.0,0,0
3262,-23.0,105.0,1,0
3263,5.0,88.0,0,0
3264,427.0,172.0,0,0
3265,152.0,255.0,0,0
3266,236.0,440.0,0,0
3267,-59.0,19.0,1,0
3268,-793.0,0.0,0,0
3269,-88.0,0.0,1,0
3270,,,0,0
3271,12.0,21.0,0,0
3272,1729.0,63.0,0,0
3273,,,0,0
3274,912.0,747.0,1,0
3275,-109.0,956.0,0,0
3276,126.0,219.0,1,0
3277,,,1,0
3278,,,0,0
3279,297.0,0.0,0,0
3280,-122.0,0.0,0,0
3281,,,0,0
3282,-106.0,533.0,0,0
3283,495.0,423.0,0,0
3284,-111.0,83.0,0,0
3285,76.0,136.0,0,0
3286,1007.0,0.0,0,0
3287,145.0,102.0,0,0
3288,-14.0,0.0,0,0
3289,,,0,0
3290,406.0,469.0,0,0
3291,181.0,309.0,0,0
3292,-280.0,0.0,0,0
3293,89.0,1709.0,0,0
3294,66.0,289.0,0,0
3295,272.0,90.0,0,0
3296,,,1,0
3297,,,0,0
3298,,,1,0
3299,,,1,0
3300,-144.0,222.0,0,0
3301,-13.0,0.0,0,0
3302,-68.0,849.0,0,0
3303,,,0,0
3304,,,0,0
3305,129.0,0.0,0,0
3306,,,1,0
3307,-570.0,330.0,0,0
3308,-472.0,672.0,0,0
3309,657.0,345.0,1,0
3310,,,0,1
3311,1924.0,784.0,0,0
3312,55.0,490.0,0,0
3313,,,0,0
3314,-691.0,0.0,0,0
3315,,,1,0
3316,61.0,514.0,0,0
3317,3.0,51.0,0,0
3318,-49.0,591.0,0,0
3319,121.0,91.0,0,0
3320,1106.0,610.0,0,0
3321,-195.0,212.0,1,0
3322,444.0,17423.0,1,0
3323,-58.0,1586.0,0,0
3324,,,0,0
3325,,,0,0
3326,-279.0,309.0,0,0
3327,3192.0,2680.0,1,0
3328,107.0,0.0,1,0
3329,-114.0,2302.0,0,0
3330,8.0,57.0,0,0
3331,-393.0,2261.0,0,0
3332,60.0,0.0,1,0
3333,-50.0,52.0,0,0
3334,-247.0,490.0,0,0
3335,-46.0,820.0,0,1
3336,26.0,182.0,0,0
3337,,,0,0
3338,,,0,0
3339,11.0,1234.0,0,0
3340,1877.0,206.0,1,0
3341,678.0,60.0,0,1
3342,403.0,608.0,0,0
3343,-71.0,0.0,1,0
3344,559.0,125.0,1,0
3345,1361.0,734.0,0,0
3346,4.0,0.0,0,0
3347,,,0,0
3348,-42.0,248.0,0,0
3349,,,0,0
3350,,,0,0
3351,,,0,0
3352,-186.0,915.0,0,0
3353,,,0,0
3354,-1326.0,1808.0,0,0
3355,,,0,0
3356,,,0,0
3357,119.0,0.0,0,0
3358,1451.0,0.0,0,0
3359,2703.0,2117.0,0,0
3360,-63.0,238.0,0,1
3361,-40.0,138.0,0,0
3362,427.0,322.0,0,0
3363,247.0,0.0,0,0
3364,,,0,0
3365,,,0,0
3366,,,1,0
3367,,,0,0
3368,991.0,151.0,1,0
3369,13.0,220.0,0,0
3370,366.0,62.0,1,0
3371,-262.0,197.0,0,0
3372,83.0,412.0,0,0
3373,,,1,0
3374,,,0,0
3375,,,0,0
3376,-49.0,569.0,0,0
3377,,,0,0
3378,,,0,0
3379,142.0,440.0,0,0
3380,-34.0,711.0,0,0
3381,-99.0,210.0,0,0
3382,603.0,580.0,0,0
3383,78.0,51.0,0,0
3384,1003.0,416.0,1,0
3385,,,0,0
3386,,,1,0
3387,,,0,0
3388,-98.0,397.0,0,0
3389,1400.0,37.0,0,0
3390,-11.0,622.0,0,1
3391,-363.0,671.0,0,0
3392,19.0,94.0,0,0
3393,,,0,0
3394,,,0,0
3395,,,0,0
3396,,,0,0
3397,-83.0,2.0,0,0
3398,34.0,230.0,0,0
3399,287.0,0.0,0,0
3400,-65.0,499.0,1,0
3401,229.0,119.0,1,0
3402,188.0,28.0,0,0
3403,1367.0,0.0,1,0
3404,,,0,0
3405,,,1,0
3406,-101.0,254.0,0,1
3407,-153.0,0.0,0,0
3408,47.0,2165.0,0,1
3409,,,0,0
3410,843.0,466.0,0,0
3411,843.0,466.0,0,0
3412,269.0,972.0,0,0
3413,1207.0,196.0,0,0
3414,,,0,0
3415,-27.0,0.0,0,0
3416,,,1,1
3417,,,0,0
3418,,,0,0
3419,51.0,1360.0,0,0
3420,,,0,0
3421,-1578.0,0.0,0,0
3422,8604.0,3047.0,0,0
3423,14.0,0.0,1,0
3424,,,0,1
3425,415.0,12.0,1,0
3426,,,0,0
3427,,,0,0
3428,14.0,0.0,1,0
3429,-69.0,55.0,1,0
3430,64.0,91.0,0,0
3431,,,0,0
3432,,,0,0
3433,,,1,0
3434,266.0,27.0,0,0
3435,41.0,638.0,0,0
3436,-444.0,195.0,1,0
3437,-147.0,847.0,0,0
3438,172.0,0.0,1,0
3439,,,0,0
3440,-26.0,114.0,0,0
3441,-8.0,6.0,0,0
3442,-11.0,0.0,0,0
3443,11.0,595.0,0,0
3444,,,0,0
3445,-43.0,2092.0,0,0
3446,,,0,0
3447,,,0,0
3448,2686.0,53.0,1,1
3449,61.0,-25.0,0,0
3450,-173.0,5359.0,0,0
3451,,,0,0
3452,-121.0,0.0,0,0
3453,-5.0,47.0,0,0
3454,,,0,0
3455,,,0,0
3456,,,0,0
3457,1839.0,249.0,0,0
3458,66.0,793.0,0,0
3459,259.0,448.0,1,0
3460,30.0,477.0,0,0
3461,247.0,532.0,0,0
3462,-75.0,0.0,0,0
3463,-92.0,0.0,0,0
3464,1590.0,325.0,0,0
3465,712.0,542.0,1,0
3466,712.0,542.0,1,0
3467,,,0,0
3468,,,0,0
3469,,,0,0
3470,-5.0,204.0,0,0
3471,,,0,0
3472,-963.0,2365.0,0,0
3473,,,1,0
3474,,,0,0
3475,-431.0,277.0,0,0
3476,-42.0,170.0,0,0
3477,,,0,0
3478,-47.0,136.0,0,0
3479,50.0,769.0,0,0
3480,-21.0,293.0,0,0
3481,175.0,648.0,0,0
3482,,,0,0
3483,136.0,0.0,1,0
3484,417.0,732.0,1,0
3485,,,0,0
3486,-112.0,552.0,0,0
3487,,,0,0
3488,,,0,0
3489,117.0,0.0,0,0
3490,,,0,0
3491,-78.0,0.0,0,0
3492,,,0,0
3493,1.0,486.0,0,0
3494,-93.0,31.0,0,0
3495,,,0,0
3496,631.0,0.0,0,0
3497,155.0,524.0,0,0
3498,,,0,0
3499,-61.0,78.0,0,0
3500,-64.0,0.0,0,0
3501,273.0,0.0,0,0
3502,,,0,0
3503,,,0,0
3504,12277.0,211.0,0,0
3505,,,1,0
3506,,,0,0
3507,42.0,0.0,0,0
3508,-61.0,105.0,1,0
3509,-341.0,0.0,0,0
3510,-91.0,207.0,0,0
3511,-373.0,0.0,0,0
3512,,,0,0
3513,-88.0,374.0,0,0
3514,-241.0,0.0,0,0
3515,-2511.0,3267.0,0,0
3516,118.0,0.0,0,0
3517,-292.0,84.0,0,0
3518,3225.0,362.0,0,0
3519,-354.0,471.0,0,0
3520,,,1,0
3521,40.0,87.0,0,0
3522,-210.0,0.0,0,0
3523,-270.0,1112.0,1,0
3524,3.0,0.0,0,0
3525,658.0,1026.0,1,0
3526,-168.0,375.0,0,0
3527,1810.0,25.0,0,0
3528,,,0,0
3529,,,0,0
3530,73.0,273.0,0,0
3531,2709.0,0.0,0,0
3532,-115.0,0.0,0,0
3533,,,0,0
3534,,,1,0
3535,,,1,1
3536,-49.0,57.0,0,0
3537,,,0,0
3538,,,0,0
3539,5338.0,1039.0,0,0
3540,1029.0,0.0,1,0
3541,-28.0,515.0,0,0
3542,,,0,0
3543,,,0,0
3544,96.0,340.0,0,0
3545,15.0,0.0,0,0
3546,,,0,0
3547,-110.0,175.0,0,0
3548,-21.0,714.0,0,0
3549,61.0,56.0,0,0
3550,,,0,0
3551,-35.0,26.0,0,0
3552,58.0,0.0,1,0
3553,,,1,0
3554,,,1,0
3555,-25.0,38.0,0,0
3556,560.0,0.0,0,0
3557,-4.0,32.0,1,0
3558,201.0,0.0,1,0
3559,,,1,0
3560,2.0,397.0,0,0
3561,63.0,20.0,0,0
3562,-6.0,1.0,0,0
3563,-12.0,86.0,1,0
3564,970.0,668.0,0,1
3565,-81.0,0.0,0,0
3566,,,0,0
3567,4239.0,1012.0,0,1
3568,39.0,133.0,0,0
3569,,,0,0
3570,,,1,0
3571,,,0,0
3572,227.0,647.0,0,0
3573,2437.0,517.0,1,0
3574,,,0,0
3575,68.0,129.0,0,0
3576,286.0,765.0,0,0
3577,169.0,628.0,0,0
3578,1810.0,913.0,1,0
3579,1040.0,273.0,0,0
3580,,,0,0
3581,-67.0,0.0,1,0
3582,694.0,1313.0,1,0
3583,7.0,0.0,0,0
3584,,,0,0
3585,67.0,162.0,0,0
3586,,,0,0
3587,-2.0,492.0,0,0
3588,-55.0,492.0,0,0
3589,-68.0,0.0,0,0
3590,73.0,0.0,0,0
3591,299.0,246.0,1,0
3592,33.0,439.0,0,0
3593,,,0,0
3594,,,0,0
3595,,,0,0
3596,1858.0,1604.0,0,0
3597,271.0,652.0,0,1
3598,270.0,501.0,0,0
3599,371.0,140.0,0,0
3600,335.0,19.0,0,0
3601,-1.0,0.0,0,0
3602,5023.0,1762.0,1,0
3603,1141.0,1057.0,1,0
3604,-11.0,131.0,0,0
3605,48.0,453.0,0,0
3606,,,0,0
3607,461.0,83.0,0,0
3608,-67.0,0.0,0,0
3609,133.0,65.0,1,0
3610,,,0,0
3611,,,0,0
3612,122.0,5.0,0,1
3613,,,0,0
3614,1315.0,562.0,0,0
3615,-113.0,0.0,0,0
3616,930.0,0.0,0,0
3617,3355.0,9215.0,0,0
3618,71.0,308.0,0,0
3619,,,0,0
3620,,,0,0
3621,,,0,0
3622,-89.0,0.0,0,0
3623,41.0,352.0,0,0
3624,,,0,0
3625,72.0,6453.0,0,0
3626,152.0,387.0,0,0
3627,-422.0,542.0,0,1
3628,147.0,0.0,0,0
3629,,,0,0
3630,275.0,196.0,0,0
3631,-304.0,1579.0,0,0
3632,-5.0,869.0,1,0
3633,34.0,403.0,1,0
3634,-80.0,576.0,1,0
3635,-391.0,686.0,0,0
3636,46.0,14.0,0,0
3637,,,0,0
3638,,,0,0
3639,,,0,0
3640,-122.0,189.0,1,0
3641,-13.0,33.0,0,0
3642,,,0,0
3643,432.0,630.0,0,0
3644,-3.0,0.0,0,0
3645,1261.0,0.0,0,0
3646,-17.0,274.0,0,0
3647,-13.0,193.0,0,0
3648,-2.0,39.0,0,0
3649,,,1,0
3650,-46.0,21.0,0,0
3651,370.0,227.0,0,0
3652,-52.0,3303.0,0,0
3653,-41.0,349.0,0,1
3654,,,0,0
3655,,,0,0
3656,5.0,0.0,0,0
3657,,,0,0
3658,27.0,827.0,1,0
3659,74.0,0.0,0,0
3660,-5.0,0.0,0,0
3661,-19.0,103.0,0,0
3662,-41.0,22.0,0,0
3663,,,0,0
3664,,,0,0
3665,,,0,0
3666,,,0,0
3667,-417.0,235.0,0,0
3668,-4.0,25.0,0,0
3669,,,0,0
3670,,,0,0
3671,-98.0,346.0,0,0
3672,-193.0,551.0,1,0
3673,-439.0,1953.0,0,1
3674,3130.0,58.0,0,0
3675,142.0,3407.0,1,0
3676,7.0,494.0,0,1
3677,5.0,263.0,0,0
3678,,,0,0
3679,,,0,0
3680,,,0,0
3681,,,0,0
3682,2592.0,2308.0,1,0
3683,753.0,80.0,0,0
3684,-21.0,0.0,0,0
3685,92.0,123.0,1,0
3686,-21.0,0.0,1,0
3687,,,0,0
3688,2079.0,0.0,0,0
3689,-60.0,342.0,0,0
3690,602.0,0.0,0,0
3691,1472.0,0.0,0,0
3692,-1037.0,55.0,0,0
3693,55.0,979.0,0,0
3694,1194.0,248.0,0,0
3695,-121.0,288.0,0,0
3696,-5.0,278.0,0,0
3697,,,0,0
3698,,,0,0
3699,224.0,0.0,0,0
3700,-97.0,1071.0,0,0
3701,,,0,0
3702,-35.0,896.0,1,0
3703,322.0,180.0,0,0
3704,581.0,659.0,0,0
3705,,,0,0
3706,-147.0,473.0,0,0
3707,-59.0,216.0,0,0
3708,,,0,0
3709,465802.0,0.0,0,0
3710,238.0,0.0,0,0
3711,,,0,0
3712,-56.0,645.0,0,0
3713,-63.0,206.0,0,0
3714,,,0,0
3715,13.0,0.0,0,0
3716,1267.0,71.0,0,0
3717,-30.0,1047.0,0,1
3718,-368.0,270.0,0,0
3719,-115.0,337.0,1,0
3720,-2.0,0.0,0,0
3721,,,0,0
3722,1036.0,10941.0,1,0
3723,-87.0,0.0,0,0
3724,,,0,0
3725,,,0,0
3726,,,0,0
3727,17.0,18.0,0,0
3728,1084.0,0.0,1,0
3729,-181.0,283.0,0,0
3730,-156.0,42.0,0,0
3731,,,0,0
3732,,,0,0
3733,,,0,0
3734,,,0,0
3735,,,0,0
3736,-84.0,0.0,0,0
3737,280.0,262.0,0,0
3738,-186.0,231.0,0,0
3739,-47.0,284.0,0,0
3740,1134.0,1848.0,0,0
3741,138.0,1112.0,0,1
3742,-75.0,919.0,0,0
3743,227.0,182.0,0,0
3744,-7.0,11.0,0,0
3745,,,0,0
3746,606.0,0.0,0,0
3747,,,0,0
3748,,,0,0
3749,115.0,191.0,0,0
3750,1576.0,1165.0,0,0
3751,244.0,201.0,0,0
3752,,,0,0
3753,146.0,34.0,1,0
3754,,,1,0
3755,-71.0,682.0,0,0
3756,16.0,280.0,0,0
3757,2402.0,129.0,0,0
3758,0.0,12.0,0,0
3759,0.0,12.0,0,0
3760,0.0,12.0,0,0
3761,0.0,12.0,0,0
3762,66.0,0.0,1,0
3763,1462.0,394.0,0,0
3764,3595.0,372.0,0,0
3765,,,0,0
3766,196.0,217.0,0,0
3767,,,0,0
3768,-307.0,149.0,0,0
3769,276.0,88.0,0,0
3770,,,0,0
3771,70.0,0.0,0,0
3772,-40.0,139.0,1,0
3773,-171.0,16.0,1,0
3774,-99.0,375.0,0,0
3775,456.0,697.0,1,0
3776,,,0,0
3777,,,0,0
3778,-19.0,141.0,0,0
3779,-248.0,1615.0,0,0
3780,-27.0,184.0,0,0
3781,,,0,0
3782,169.0,674.0,0,0
3783,-20.0,526.0,0,1
3784,,,0,0
3785,57.0,350.0,1,0
3786,,,1,0
3787,634.0,90.0,1,0
3788,192.0,124.0,0,0
3789,-127.0,187.0,1,0
3790,,,0,0
3791,,,0,0
3792,-139.0,229.0,0,0
3793,2.0,65.0,0,0
3794,,,0,0
3795,-12.0,88.0,0,0
3796,,,0,0
3797,-78.0,25.0,0,0
3798,673.0,88.0,0,0
3799,1807.0,276.0,1,0
3800,121.0,173.0,0,0
3801,,,0,0
3802,,,0,1
3803,293.0,282.0,1,0
3804,2078.0,32.0,1,0
3805,,,0,0
3806,203.0,432.0,0,1
3807,110.0,0.0,0,0
3808,,,0,0
3809,350.0,52.0,0,0
3810,-101.0,0.0,0,0
3811,140.0,572.0,0,0
3812,43.0,34.0,1,0
3813,312.0,171.0,0,0
3814,,,0,1
3815,0.0,0.0,0,0
3816,-277.0,2053.0,1,1
3817,,,0,0
3818,145.0,152.0,0,0
3819,,,0,0
3820,51.0,130.0,1,0
3821,,,0,0
3822,-3.0,118.0,0,0
3823,-173.0,504.0,0,0
3824,368.0,1207.0,0,0
3825,-72.0,533.0,0,0
3826,-137.0,0.0,0,0
3827,,,0,0
3828,155.0,119.0,0,0
3829,-8.0,521.0,0,0
3830,81.0,262.0,0,0
3831,-56.0,0.0,0,0
3832,,,0,0
3833,,,0,0
3834,-140.0,568.0,0,0
3835,,,0,0
3836,,,0,0
3837,-2.0,67.0,0,0
3838,56.0,0.0,1,0
3839,895.0,1178.0,0,0
3840,-80.0,0.0,0,0
3841,936.0,0.0,0,0
3842,,,0,0
3843,-204.0,212.0,0,0
3844,,,0,0
3845,-61.0,484.0,0,0
3846,,,0,0
3847,100.0,338.0,0,0
3848,18.0,0.0,1,0
3849,1.0,0.0,0,0
3850,3090.0,137.0,0,1
3851,258.0,0.0,0,0
3852,,,0,0
3853,-58.0,519.0,0,0
3854,,,0,0
3855,,,1,0
3856,-7.0,256.0,0,0
3857,390.0,768.0,0,0
3858,-87.0,443.0,0,0
3859,58.0,81.0,1,0
3860,,,0,0
3861,2468.0,0.0,0,0
3862,,,0,0
3863,,,0,0
3864,,,0,0
3865,-36.0,389.0,0,0
3866,328.0,435.0,0,0
3867,-59.0,505.0,0,0
3868,345.0,162.0,1,0
3869,-37.0,498.0,1,0
3870,5669.0,2889.0,1,1
3871,,,0,0
3872,6599.0,28648.0,0,0
3873,,,0,0
3874,70.0,1129.0,0,0
3875,,,1,0
3876,17.0,366.0,0,0
3877,,,0,0
3878,-15.0,0.0,1,0
3879,-57.0,113.0,1,0
3880,,,0,0
3881,53.0,0.0,0,0
3882,,,0,0
3883,2955.0,16774.0,0,0
3884,-202.0,0.0,0,0
3885,,,0,0
3886,-213.0,644.0,0,0
3887,8615.0,645.0,0,0
3888,15456.0,879.0,0,1
3889,-948.0,1710.0,0,0
3890,,,0,0
3891,45.0,0.0,0,0
3892,402.0,3.0,0,0
3893,-98.0,0.0,0,0
3894,,,0,0
3895,5.0,429.0,1,0
3896,-96.0,512.0,0,0
3897,,,0,0
3898,1744.0,0.0,1,0
3899,,,0,0
3900,,,0,0
3901,,,0,0
3902,,,0,0
3903,,,0,0
3904,,,1,0
3905,62.0,0.0,0,0
3906,-148.0,319.0,0,0
3907,1264.0,201.0,0,0
3908,-61.0,316.0,0,0
3909,-71.0,0.0,0,0
3910,,,0,0
3911,7.0,427.0,1,0
3912,151.0,275.0,0,0
3913,92.0,0.0,0,0
3914,,,0,0
3915,60.0,58.0,0,0
3916,-11.0,34.0,1,0
3917,212.0,605.0,0,0
3918,-3.0,0.0,0,0
3919,-53.0,610.0,1,0
3920,,,0,0
3921,-67.0,814.0,0,0
3922,-15.0,0.0,0,0
3923,2636.0,534.0,0,0
3924,14.0,0.0,1,0
3925,-81.0,252.0,1,0
3926,65.0,1460.0,0,1
3927,-321.0,0.0,0,0
3928,1782.0,84.0,0,0
3929,12.0,208.0,1,0
3930,-67.0,336.0,1,0
3931,-391.0,0.0,0,0
3932,,,0,0
3933,-48.0,371.0,0,0
3934,-326.0,0.0,0,0
3935,-215.0,0.0,0,0
3936,,,0,0
3937,,,0,0
3938,317.0,214.0,0,0
3939,0.0,198.0,0,0
3940,,,0,0
3941,,,0,0
3942,107.0,793.0,1,0
3943,1261.0,0.0,0,0
3944,-214.0,436.0,0,0
3945,,,0,0
3946,24.0,28.0,0,0
3947,,,0,0
3948,-113.0,0.0,0,0
3949,566.0,0.0,1,1
3950,,,0,0
3951,,,0,0
3952,-85.0,73.0,0,0
3953,,,0,0
3954,131.0,430.0,0,0
3955,,,0,0
3956,458.0,883.0,0,0
3957,,,0,0
3958,,,0,0
3959,,,0,0
3960,24078.0,1380.0,0,0
3961,-87.0,42.0,0,0
3962,-154.0,10403.0,0,0
3963,82.0,76.0,0,0
3964,70.0,629.0,0,0
3965,83.0,770.0,1,0
3966,,,1,1
3967,,,0,0
3968,1500.0,1300.0,0,0
3969,-128.0,1044.0,1,0
3970,601.0,246.0,0,0
3971,12.0,411.0,0,0
3972,-43.0,191.0,0,0
3973,,,0,0
3974,,,0,0
3975,544.0,160.0,1,0
3976,117.0,201.0,0,0
3977,,,0,0
3978,-35.0,0.0,0,0
3979,101.0,1341.0,0,0
3980,-188.0,476.0,0,0
3981,4.0,565.0,0,0
3982,61.0,377.0,0,0
3983,-144.0,0.0,0,0
3984,725.0,0.0,0,0
3985,-57.0,465.0,0,0
3986,-138.0,0.0,0,0
3987,11898.0,1600.0,1,1
3988,,,0,0
3989,,,0,0
3990,,,0,0
3991,1861.0,219.0,0,1
3992,-448.0,0.0,0,0
3993,-426.0,166.0,0,0
3994,,,0,0
3995,,,0,0
3996,2095.0,849.0,0,0
3997,3382.0,654.0,0,0
3998,,,0,0
3999,,,0,0
4000,912.0,0.0,0,0
4001,-50.0,282.0,0,0
4002,1278.0,751.0,0,0
4003,,,0,0
4004,981.0,249.0,0,0
4005,-259.0,379.0,0,0
4006,-54.0,0.0,0,0
4007,,,0,0
4008,-74.0,202.0,0,0
4009,-89.0,531.0,0,0
4010,99.0,0.0,1,0
4011,-10.0,251.0,0,0
4012,2.0,0.0,0,0
4013,140.0,132.0,0,0
4014,,,0,0
4015,,,0,0
4016,19.0,0.0,0,0
4017,,,0,0
4018,,,0,0
4019,,,0,0
4020,1151.0,0.0,0,0
4021,,,1,0
4022,91.0,458.0,0,0
4023,26.0,84.0,0,0
4024,97.0,888.0,0,0
4025,,,0,0
4026,,,0,0
4027,,,0,0
4028,-59.0,0.0,0,0
4029,274.0,0.0,0,0
4030,58.0,202.0,1,0
4031,-215.0,1362.0,1,0
4032,,,0,0
4033,,,0,0
4034,-232.0,1435.0,0,0
4035,-66.0,0.0,0,0
4036,,,0,0
4037,-28.0,45.0,0,1
4038,255.0,0.0,0,0
4039,52.0,593.0,0,0
4040,464.0,0.0,1,0
4041,,,1,0
4042,3419.0,1137.0,0,0
4043,149.0,0.0,0,0
4044,,,0,0
4045,,,0,0
4046,,,0,0
4047,,,0,0
4048,-40.0,0.0,0,0
4049,-152.0,166.0,1,0
4050,2676.0,2467.0,0,0
4051,,,0,0
4052,64.0,43.0,1,0
4053,-192.0,142.0,0,0
4054,,,0,0
4055,323.0,0.0,0,0
4056,187.0,503.0,1,0
4057,-17.0,0.0,0,0
4058,-174.0,333.0,0,0
4059,5335.0,2646.0,0,1
4060,,,1,0
4061,,,0,0
4062,39.0,0.0,0,0
4063,,,0,0
4064,-102.0,260.0,0,0
4065,471.0,0.0,0,0
4066,,,1,0
4067,75.0,172.0,0,0
4068,-50.0,570.0,0,0
4069,,,0,0
4070,47.0,38.0,0,0
4071,-82.0,4729.0,0,0
4072,-168.0,131.0,1,1
4073,16.0,455.0,0,0
4074,,,0,0
4075,22.0,289.0,0,0
4076,-76.0,0.0,0,0
4077,,,0,0
4078,,,0,0
4079,-317.0,0.0,0,0
4080,-61.0,0.0,0,0
4081,,,0,0
4082,-70.0,124.0,1,0
4083,188.0,244.0,0,0
4084,-27.0,201.0,1,0
4085,,,0,0
4086,450.0,0.0,0,0
4087,,,0,0
4088,1163.0,236.0,0,1
4089,4603.0,1185.0,1,0
4090,,,0,0
4091,,,0,0
4092,-5.0,44.0,0,0
4093,120.0,72.0,1,0
4094,318.0,587.0,1,0
4095,-13.0,619.0,0,0
4096,,,1,0
4097,,,0,0
4098,,,0,0
4099,,,0,0
4100,,,0,0
4101,-118.0,0.0,0,0
4102,-31.0,114.0,0,0
4103,,,0,0
4104,-166.0,490.0,0,0
4105,,,0,0
4106,1468.0,0.0,0,0
4107,178.0,485.0,0,0
4108,,,0,0
4109,,,0,0
4110,,,0,0
4111,4169.0,129.0,0,0
4112,,,0,0
4113,,,0,0
4114,37.0,0.0,0,0
4115,,,0,0
4116,,,0,1
4117,,,0,0
4118,88.0,0.0,0,0
