,first_accuracy,first_wait,delayed,cancelled
9684,152.0,89.0,1,0
9685,,,0,0
9686,148.0,0.0,0,0
9687,-12.0,64.0,0,0
9688,-2.0,73.0,0,0
9689,128.0,0.0,1,0
9690,2310.0,1748.0,1,0
9691,728.0,57.0,0,0
9692,122.0,29.0,0,0
9693,,,0,0
9694,61.0,25.0,0,0
9695,82.0,87.0,1,0
9696,,,0,0
9697,,,0,0
9698,5537.0,104.0,0,0
9699,,,0,0
9700,-171.0,0.0,0,0
9701,1048.0,168.0,0,0
9702,400.0,258.0,0,1
9703,749.0,82.0,0,0
9704,,,0,0
9705,,,0,0
9706,5676.0,1506.0,1,0
9707,,,0,0
9708,147.0,680.0,0,0
9709,-106.0,45.0,0,0
9710,-5.0,412.0,0,0
9711,1446.0,250.0,0,0
9712,-114.0,29.0,0,0
9713,-76.0,358.0,0,0
9714,-51.0,284.0,0,0
9715,263.0,372.0,1,0
9716,,,0,0
9717,696.0,645.0,0,0
9718,8106.0,835.0,1,0
9719,706.0,600.0,0,0
9720,346.0,1595.0,1,0
9721,-18.0,276.0,0,0
9722,,,0,0
9723,275.0,787.0,0,0
9724,-87.0,129.0,0,0
9725,,,0,0
9726,,,0,0
9727,177.0,64.0,0,1
9728,,,0,0
9729,,,0,0
9730,119.0,0.0,0,0
9731,-342.0,605.0,0,0
9732,-5.0,276.0,0,0
9733,629.0,74.0,0,0
9734,-13.0,475.0,0,0
9735,-272.0,258.0,0,0
9736,249.0,0.0,0,0
9737,,,0,0
9738,292.0,74.0,0,0
9739,,,0,0
9740,-288.0,0.0,0,0
9741,81.0,184.0,1,0
9742,,,0,0
9743,-26.0,0.0,1,0
9744,-160.0,730.0,0,0
9745,,,0,0
9746,,,1,0
9747,0.0,82.0,0,0
9748,-18.0,164.0,1,0
9749,75.0,311.0,1,0
9750,-5.0,31.0,1,0
9751,-23.0,896.0,0,0
9752,-715.0,1344.0,0,0
9753,,,0,0
9754,-61.0,611.0,0,0
9755,,,0,0
9756,,,0,0
9757,1018.0,94.0,0,0
9758,20.0,0.0,0,0
9759,,,0,0
9760,31.0,0.0,0,0
9761,,,0,0
9762,-752.0,3025.0,0,0
9763,-142.0,1072.0,0,0
9764,,,0,0
9765,,,0,0
9766,-236.0,1199.0,0,0
9767,229.0,411.0,0,0
9768,285.0,174.0,0,0
9769,1063.0,344.0,0,0
9770,,,1,0
9771,-143.0,818.0,0,0
9772,0.0,687.0,0,0
9773,,,0,0
9774,3197.0,0.0,0,0
9775,,,0,0
9776,108.0,235.0,0,0
9777,,,0,0
9778,,,0,0
9779,,,0,0
9780,,,1,0
9781,,,0,0
9782,-15.0,52.0,1,0
9783,-433.0,0.0,0,0
9784,31.0,407.0,1,0
9785,6.0,76.0,0,0
9786,,,0,0
9787,,,0,0
9788,180.0,27.0,0,0
9789,-103.0,907.0,0,0
9790,311.0,114.0,0,0
9791,,,1,0
9792,,,1,0
9793,159.0,26.0,1,0
9794,-80.0,189.0,0,0
9795,69.0,140.0,0,0
9796,,,0,0
9797,24.0,184.0,0,0
9798,-83.0,1343.0,0,0
9799,,,0,0
9800,,,0,0
9801,-25.0,0.0,0,0
9802,-178.0,21.0,1,0
9803,-7.0,35.0,1,0
9804,102.0,0.0,1,0
9805,184.0,667.0,0,0
9806,,,0,0
9807,94.0,60.0,1,0
9808,105.0,0.0,0,0
9809,,,1,0
9810,,,0,0
9811,,,0,0
9812,,,0,0
9813,,,1,0
9814,33.0,0.0,0,0
9815,-66.0,35.0,0,0
9816,502.0,201.0,1,0
9817,,,0,0
9818,,,0,0
9819,63.0,1387.0,0,0
9820,,,0,0
9821,,,0,0
9822,-71.0,125.0,0,0
9823,189.0,146.0,0,0
9824,35.0,0.0,0,0
9825,,,0,0
9826,,,0,0
9827,-223.0,0.0,0,0
9828,-6.0,147.0,1,0
9829,167.0,0.0,0,0
9830,-79.0,1017.0,0,0
9831,-56.0,492.0,0,0
9832,,,1,0
9833,,,0,0
9834,65.0,542.0,0,0
9835,,,0,0
9836,486.0,380.0,0,0
9837,-129.0,772.0,0,0
9838,,,0,0
9839,9.0,0.0,0,0
9840,480.0,0.0,0,0
9841,,,0,0
9842,-33.0,636.0,0,0
9843,-97.0,0.0,0,0
9844,,,1,0
9845,86.0,304.0,1,0
9846,-20.0,159.0,1,0
9847,1790.0,978.0,0,0
9848,,,0,0
9849,62.0,31.0,0,0
9850,,,0,0
9851,,,0,0
9852,,,0,0
9853,36.0,139.0,0,1
9854,-48.0,94.0,0,0
9855,89.0,307.0,0,0
9856,-562.0,151.0,0,0
9857,,,0,0
9858,1159.0,145.0,0,0
9859,-71.0,195.0,0,0
9860,-48.0,41.0,1,0
9861,,,0,0
9862,-116.0,52.0,1,0
9863,,,1,0
9864,-128.0,541.0,0,0
9865,,,0,0
9866,,,0,0
9867,-111.0,565.0,0,0
9868,,,0,0
9869,,,0,0
9870,-76.0,174.0,0,0
9871,42.0,87.0,0,0
9872,52.0,0.0,0,0
9873,2.0,373.0,0,0
9874,872.0,0.0,0,0
9875,-229.0,882.0,0,0
9876,,,1,0
9877,-6.0,177.0,0,0
9878,481.0,372.0,0,1
9879,,,0,0
9880,,,0,0
9881,,,0,0
9882,235.0,0.0,1,0
9883,-77.0,105.0,0,0
9884,-59.0,43.0,1,0
9885,-41.0,473.0,0,0
9886,450.0,671.0,0,0
9887,4069.0,101.0,1,1
9888,,,1,0
9889,-1481.0,151.0,1,0
9890,281.0,631.0,0,0
9891,,,0,0
9892,231.0,349.0,1,0
9893,,,0,0
9894,,,0,0
9895,276.0,110.0,0,0
9896,-77.0,144.0,0,0
9897,-69.0,0.0,0,0
9898,60.0,825.0,0,0
9899,,,0,0
9900,,,0,0
9901,-123.0,877.0,0,0
9902,,,0,0
9903,,,0,0
9904,,,0,0
9905,,,1,0
9906,1058.0,52.0,0,0
9907,377.0,995.0,0,0
9908,-55.0,0.0,0,0
9909,85.0,345.0,0,0
9910,,,1,0
9911,,,0,0
9912,-46.0,147.0,1,0
9913,,,1,0
9914,-143.0,219.0,1,0
9915,-75.0,504.0,0,0
9916,,,0,0
9917,-43.0,0.0,0,0
9918,,,0,0
9919,1215.0,648.0,0,0
9920,,,0,0
9921,-1.0,0.0,1,0
9922,528.0,25.0,0,0
9923,-56.0,142.0,1,0
9924,,,0,0
9925,37.0,17.0,0,0
9926,-926.0,1332.0,0,1
9927,-30.0,101.0,0,0
9928,5038.0,242.0,1,0
9929,-56.0,117.0,0,0
9930,,,0,0
9931,,,0,0
9932,84.0,70.0,0,0
9933,-167.0,91.0,0,0
9934,88.0,0.0,1,0
9935,,,0,0
9936,-102.0,0.0,1,0
9937,-105.0,0.0,0,0
9938,-217.0,0.0,0,0
9939,,,0,0
9940,,,0,0
9941,9164.0,0.0,0,0
9942,1355.0,569.0,0,0
9943,-217.0,1070.0,1,0
9944,1805.0,454.0,1,1
9945,-22.0,0.0,0,0
9946,96.0,2039.0,1,0
9947,8.0,850.0,0,0
9948,,,0,0
9949,,,0,0
9950,,,0,0
9951,,,0,0
9952,,,0,0
9953,4501.0,171.0,0,1
9954,-404.0,448.0,0,0
9955,-45.0,280.0,0,0
9956,5269.0,684.0,1,0
9957,,,0,0
9958,,,0,0
9959,,,0,0
9960,1766.0,783.0,0,0
9961,,,0,0
9962,,,0,0
9963,1727.0,358.0,1,0
9964,,,0,0
9965,36.0,0.0,1,0
9966,,,0,0
9967,1578.0,113.0,0,0
9968,,,0,0
9969,-70.0,587.0,0,0
9970,-392.0,29.0,0,0
9971,633.0,0.0,0,0
9972,693.0,0.0,0,0
9973,114.0,0.0,0,0
9974,1455.0,311.0,0,0
9975,,,0,0
9976,126.0,0.0,1,0
9977,-239.0,429.0,0,0
9978,-38.0,100.0,0,0
9979,-924.0,913.0,1,0
9980,823.0,161.0,0,0
9981,,,0,0
9982,-47.0,0.0,0,0
9983,-56.0,0.0,0,0
9984,256.0,490.0,0,0
9985,,,0,0
9986,,,0,0
9987,9.0,57.0,0,0
9988,,,0,0
9989,1533.0,702.0,0,0
9990,,,0,0
9991,,,0,0
9992,,,0,0
9993,2030.0,3286.0,0,0
9994,122.0,711.0,0,0
9995,-738.0,654.0,0,0
9996,,,0,0
9997,188.0,182.0,0,0
9998,,,0,0
9999,,,0,0
10000,,,0,0
10001,-48.0,89.0,0,0
10002,2753.0,3652.0,1,0
10003,-136.0,304.0,0,0
10004,66.0,255.0,0,0
10005,-165.0,612.0,0,0
10006,,,0,0
10007,-230.0,1969.0,0,0
10008,114.0,18.0,0,0
10009,,,0,0
10010,-990.0,254.0,0,1
10011,-161.0,331.0,0,0
10012,,,1,0
10013,,,0,0
10014,,,0,0
10015,-13.0,0.0,1,0
10016,-384.0,67.0,0,0
10017,,,0,0
10018,,,0,0
10019,-110.0,129.0,1,0
10020,,,0,0
10021,21.0,93.0,0,0
10022,119.0,12.0,0,0
10023,-52.0,566.0,0,0
10024,,,0,0
10025,,,1,0
10026,-608.0,235.0,0,0
10027,,,0,0
10028,813.0,136.0,0,0
10029,,,0,0
10030,438.0,0.0,0,0
10031,,,0,0
10032,,,0,1
10033,120.0,192.0,0,0
10034,,,1,0
10035,-67.0,0.0,0,0
10036,1408.0,239.0,0,0
10037,,,0,0
10038,-112.0,345.0,0,0
10039,,,0,0
10040,484.0,539.0,0,0
10041,,,0,0
10042,,,0,0
10043,-73.0,157.0,1,0
10044,-123.0,623.0,0,0
10045,-659.0,0.0,0,0
10046,-144.0,136.0,1,0
10047,,,0,0
10048,,,0,0
10049,1563.0,0.0,0,0
10050,-32.0,150.0,0,0
10051,-82.0,0.0,0,0
10052,-51.0,22.0,0,0
10053,-23.0,82.0,1,0
10054,-91.0,464.0,0,0
10055,,,0,0
10056,-4.0,2559.0,1,0
10057,7852.0,989.0,1,0
10058,77.0,237.0,1,0
10059,-7.0,42.0,0,0
10060,161.0,83.0,0,0
10061,,,0,0
10062,,,0,0
10063,1434.0,2599.0,1,0
10064,,,0,0
10065,,,0,0
10066,8.0,0.0,1,0
10067,434.0,1595.0,0,0
10068,138.0,458.0,1,0
10069,,,0,0
10070,,,0,0
10071,-6.0,138.0,0,0
10072,198.0,1097.0,0,0
10073,-5.0,78.0,1,0
10074,94.0,429.0,1,0
10075,41722.0,222.0,0,0
10076,-45.0,280.0,0,0
10077,,,1,0
10078,,,1,0
10079,,,0,0
10080,,,0,0
10081,,,0,0
10082,-270.0,740.0,1,0
10083,-12.0,41.0,0,0
10084,-82.0,25.0,0,0
10085,2105.0,6.0,1,0
10086,47.0,395.0,0,0
10087,56.0,41.0,1,0
10088,0.0,0.0,1,0
10089,-90.0,335.0,0,0
10090,-647.0,345.0,0,0
10091,511.0,424.0,0,0
10092,45.0,229.0,0,0
10093,,,0,0
10094,,,0,0
10095,-57.0,62.0,1,0
10096,-103.0,379.0,0,0
10097,-295.0,0.0,1,0
10098,-52.0,0.0,0,0
10099,380.0,0.0,0,0
10100,216.0,639.0,0,0
10101,22.0,681.0,0,0
10102,10.0,633.0,0,0
10103,-233.0,736.0,0,0
10104,-1.0,0.0,0,0
10105,305.0,415.0,0,0
10106,-37.0,565.0,0,0
10107,102.0,1017.0,1,0
10108,,,0,0
10109,,,0,0
10110,535.0,120.0,1,0
10111,,,1,0
10112,,,0,0
10113,-168.0,327.0,1,0
10114,-42.0,35.0,0,0
10115,697.0,2235.0,0,1
10116,97.0,396.0,1,0
10117,,,0,0
10118,-822.0,1204.0,1,0
10119,,,0,0
10120,,,0,0
10121,-4.0,41.0,0,0
10122,,,0,0
10123,,,0,0
10124,,,0,0
10125,,,1,0
10126,6.0,0.0,0,0
10127,-177.0,318.0,0,0
10128,-17.0,341.0,0,0
10129,115.0,512.0,1,0
10130,284.0,202.0,0,0
10131,-61.0,275.0,1,0
10132,9.0,0.0,0,0
10133,-215.0,156.0,1,0
10134,-34.0,441.0,0,0
10135,,,0,0
10136,,,0,0
10137,-83.0,292.0,0,0
10138,,,0,0
10139,5.0,106.0,0,0
10140,165.0,0.0,1,0
10141,,,0,0
10142,1703.0,1118.0,0,0
10143,,,0,0
10144,-2.0,28.0,1,0
10145,877.0,822.0,1,0
10146,1121.0,537.0,0,0
10147,,,1,0
10148,,,1,0
10149,815.0,82.0,0,1
10150,4.0,0.0,0,0
10151,,,0,0
10152,,,0,0
10153,-270.0,0.0,0,0
10154,-277.0,0.0,0,0
10155,-471.0,0.0,0,0
10156,-1.0,1358.0,0,0
10157,1504.0,174.0,0,0
10158,653.0,649.0,0,0
10159,377.0,0.0,0,0
10160,-291.0,555.0,1,0
10161,,,1,0
10162,-84.0,608.0,0,0
10163,,,0,0
10164,,,0,0
10165,,,0,0
10166,24.0,102.0,0,0
10167,1506.0,13.0,0,0
10168,-20.0,89.0,0,0
10169,,,0,0
10170,,,0,0
10171,-1090.0,0.0,0,0
10172,-195.0,295.0,0,1
10173,-368.0,271.0,0,0
10174,38.0,0.0,1,0
10175,,,0,0
10176,-125.0,188.0,0,0
10177,-101.0,1716.0,0,0
10178,-106.0,424.0,0,0
10179,,,1,0
10180,-33.0,0.0,0,0
10181,6.0,77.0,0,0
10182,,,0,0
10183,-645.0,647.0,0,0
10184,,,0,0
10185,247.0,0.0,0,0
10186,,,0,0
10187,235.0,180.0,0,0
10188,,,0,0
10189,,,0,0
10190,-48.0,134.0,0,0
10191,18.0,0.0,0,0
10192,208.0,900.0,0,0
10193,4846.0,504.0,0,0
10194,,,0,0
10195,214.0,296.0,1,0
10196,,,0,0
10197,-211.0,0.0,0,0
10198,51.0,176.0,0,0
10199,-6.0,69.0,1,0
10200,70.0,442.0,0,0
10201,,,0,0
10202,-32.0,62.0,1,0
10203,-1033.0,373.0,1,0
10204,558.0,29.0,1,0
10205,-174.0,157.0,0,0
10206,,,0,0
10207,61.0,205.0,0,0
10208,-61.0,637.0,0,0
10209,9.0,0.0,0,0
10210,147.0,2582.0,0,1
10211,,,0,0
10212,-23.0,0.0,0,0
10213,430.0,479.0,0,0
10214,294.0,386.0,0,0
10215,-572.0,1816.0,0,0
10216,,,0,0
10217,-123.0,77.0,0,0
10218,,,0,0
10219,113.0,65.0,0,0
10220,224.0,147.0,1,0
10221,1452.0,467.0,1,0
10222,260.0,130.0,0,0
10223,-63.0,853.0,0,0
10224,,,0,0
10225,,,0,0
10226,52.0,368.0,0,0
10227,,,0,0
10228,576.0,750.0,0,0
10229,892.0,1500.0,0,0
10230,,,0,0
10231,-47.0,450.0,0,0
10232,412.0,1100.0,0,0
10233,,,0,0
10234,-54.0,9.0,0,0
10235,22.0,577.0,0,0
10236,,,0,0
10237,,,0,0
10238,,,0,0
10239,,,0,0
10240,126.0,5292.0,1,0
10241,252.0,0.0,0,0
10242,-90.0,499.0,0,0
10243,-12.0,274.0,0,0
10244,,,0,0
10245,150.0,0.0,0,0
10246,-58.0,491.0,0,0
10247,586.0,299.0,0,0
10248,-530.0,41.0,0,0
10249,37.0,0.0,0,0
10250,,,0,0
10251,-69.0,0.0,0,0
10252,-7.0,0.0,0,0
10253,,,0,0
10254,-172.0,162.0,0,0
10255,,,0,1
10256,,,0,0
10257,-13.0,159.0,1,0
10258,-244.0,112.0,0,0
10259,,,0,0
10260,,,1,0
10261,197.0,249.0,0,0
10262,,,0,0
10263,-14.0,535.0,1,0
10264,,,0,0
10265,-77.0,0.0,0,0
10266,-109.0,0.0,0,0
10267,1921.0,213.0,0,0
10268,193.0,158.0,1,1
10269,,,0,0
10270,211.0,190.0,0,1
10271,13.0,689.0,0,0
10272,2.0,217.0,0,0
10273,-181.0,82.0,0,0
10274,-74.0,429.0,0,0
10275,684.0,518.0,0,0
10276,36.0,0.0,0,0
10277,,,0,0
10278,-124.0,517.0,1,0
10279,-429.0,111.0,0,0
10280,-61.0,474.0,0,0
10281,-3.0,0.0,0,0
10282,59.0,0.0,1,0
10283,9.0,79.0,0,0
10284,,,0,0
10285,-205.0,0.0,0,0
10286,-341.0,210.0,0,0
10287,-517.0,389.0,0,0
10288,,,0,0
10289,106.0,206.0,0,0
10290,-26.0,188.0,0,0
10291,95.0,406.0,0,0
10292,-15.0,3.0,0,0
10293,3.0,0.0,1,0
10294,,,0,0
10295,,,0,0
10296,11.0,253.0,1,0
10297,38.0,0.0,0,0
10298,851.0,753.0,0,0
10299,-178.0,0.0,1,0
10300,1.0,0.0,0,0
10301,418.0,218.0,0,1
10302,,,0,0
10303,150.0,0.0,0,0
10304,,,0,0
10305,,,0,0
10306,-191.0,624.0,0,0
10307,-612.0,1860.0,0,0
10308,-214.0,228.0,0,0
10309,-46.0,676.0,0,1
10310,184.0,0.0,0,0
10311,,,0,0
10312,-99.0,93.0,0,0
10313,-40.0,0.0,0,0
10314,,,0,0
10315,-44.0,33.0,0,0
10316,71.0,2930.0,0,0
10317,34.0,29.0,0,0
10318,,,0,0
10319,-625.0,917.0,0,0
10320,26884.0,1296.0,1,0
10321,-131.0,2.0,0,0
10322,119.0,273.0,1,1
10323,107.0,0.0,0,0
10324,,,0,0
10325,,,0,0
10326,-26.0,212.0,0,0
10327,-2.0,180.0,1,0
10328,-36.0,651.0,0,0
10329,-2.0,88.0,0,0
10330,-84.0,402.0,0,0
10331,-93.0,28.0,0,0
10332,1023.0,38.0,0,0
10333,,,0,0
10334,623.0,0.0,0,0
10335,200.0,0.0,0,0
10336,,,0,0
10337,-87.0,317.0,0,0
10338,-64.0,231.0,0,0
10339,1022.0,0.0,0,0
10340,50.0,1266.0,0,0
10341,,,0,0
10342,,,0,0
10343,-1.0,0.0,0,0
10344,377.0,85.0,0,1
10345,735.0,1066.0,1,0
10346,579.0,1412.0,1,0
10347,124.0,211.0,0,0
10348,-109.0,654.0,0,0
10349,38.0,148.0,1,0
10350,-1170.0,18.0,0,0
10351,-57.0,337.0,0,0
10352,104.0,919.0,0,0
10353,,,0,0
10354,87.0,451.0,0,0
10355,-59.0,746.0,0,0
10356,1302.0,0.0,1,0
10357,-43.0,96.0,0,1
10358,,,0,0
10359,4079.0,252.0,1,0
10360,17.0,0.0,0,0
10361,,,0,0
10362,,,0,0
10363,200.0,20.0,0,0
10364,-185.0,793.0,0,0
10365,143.0,610.0,0,0
10366,-20.0,153.0,0,0
10367,686.0,308.0,1,0
10368,,,1,0
10369,,,0,0
10370,88.0,221.0,0,0
10371,-9.0,0.0,1,0
10372,966.0,0.0,0,0
10373,,,0,0
10374,-107.0,466.0,0,0
10375,-240.0,1365.0,1,0
10376,,,1,0
10377,,,0,0
10378,,,0,0
10379,,,0,0
10380,56.0,0.0,0,0
10381,0.0,306.0,0,0
10382,-20.0,273.0,0,0
10383,23.0,27.0,1,0
10384,,,0,0
10385,783.0,0.0,1,0
10386,,,0,0
10387,,,0,0
10388,,,0,0
10389,,,0,0
10390,,,1,0
10391,90.0,508.0,0,0
10392,,,0,0
10393,,,0,0
10394,,,0,0
10395,,,0,0
10396,,,0,0
10397,2404.0,503.0,0,0
10398,-219.0,915.0,0,0
10399,,,0,1
10400,394.0,27.0,0,0
10401,-84.0,847.0,1,0
10402,-140.0,450.0,0,0
10403,-321.0,218.0,0,0
10404,-278.0,0.0,0,0
10405,-61.0,267.0,0,0
10406,1022.0,548.0,1,0
10407,,,0,0
10408,,,0,0
10409,-45.0,259.0,0,0
10410,132.0,0.0,0,0
10411,1284.0,40.0,0,0
10412,1366.0,121.0,0,0
10413,-156.0,132.0,0,0
10414,155.0,671.0,0,0
10415,-18.0,388.0,0,0
10416,,,0,0
10417,-564.0,150.0,1,0
10418,-14.0,137.0,0,0
10419,-337.0,362.0,1,0
10420,174.0,953.0,0,1
10421,,,0,0
10422,48.0,389.0,0,0
10423,952.0,4141.0,0,0
10424,-45.0,677.0,0,0
10425,210.0,531.0,0,0
10426,277.0,0.0,0,0
10427,722.0,202.0,1,0
10428,-11.0,25.0,0,0
10429,,,0,0
10430,-94.0,453.0,0,0
10431,,,0,0
10432,,,1,0
10433,26.0,0.0,0,0
10434,-5.0,0.0,0,0
10435,,,0,0
10436,-134.0,0.0,0,0
10437,122.0,626.0,0,0
10438,-19.0,339.0,0,0
10439,-92.0,151.0,0,0
10440,526652.0,686.0,0,0
10441,-76.0,454.0,0,0
10442,527047.0,472.0,0,1
10443,-22.0,0.0,0,0
10444,230.0,127.0,0,0
10445,386.0,829.0,0,0
10446,-359.0,0.0,0,0
10447,229.0,571.0,0,0
10448,-89.0,75.0,0,0
10449,-112.0,326.0,0,0
10450,232.0,289.0,0,0
10451,1764.0,1294.0,0,0
10452,55.0,18.0,0,0
10453,-281.0,108.0,0,0
10454,61.0,874.0,0,0
10455,,,0,0
10456,,,0,0
10457,,,1,0
10458,1860.0,33.0,0,0
10459,412.0,382.0,0,0
10460,-131.0,435.0,0,0
10461,,,0,0
10462,1727.0,398.0,1,0
10463,,,0,0
10464,101.0,56.0,0,0
10465,,,0,0
10466,118.0,0.0,1,0
10467,7.0,0.0,0,0
10468,-8.0,26.0,0,0
10469,,,0,0
10470,82.0,1236.0,0,0
10471,,,0,0
10472,,,0,0
10473,,,0,0
10474,-120.0,1079.0,0,0
10475,-5.0,86.0,0,0
10476,-105.0,299.0,0,0
10477,-219.0,1320.0,0,0
10478,,,0,0
10479,,,0,0
10480,10.0,288.0,0,0
10481,,,0,0
10482,44640.0,204.0,0,0
10483,,,0,0
10484,80.0,0.0,0,0
10485,71.0,1174.0,0,0
10486,-136.0,292.0,0,0
10487,,,0,0
10488,413.0,0.0,0,0
10489,,,0,0
10490,,,0,0
10491,,,0,0
10492,406.0,0.0,1,0
10493,1393.0,16.0,0,1
10494,,,0,0
10495,,,0,0
10496,-36.0,79.0,0,0
10497,,,0,0
10498,54.0,0.0,0,0
10499,15.0,62.0,1,0
10500,-95.0,253.0,0,0
10501,,,1,0
10502,162.0,254.0,0,0
10503,-131.0,270.0,0,0
10504,-197.0,251.0,1,0
10505,,,0,0
10506,86.0,795.0,0,0
10507,14.0,0.0,0,0
10508,516.0,0.0,0,0
10509,,,0,0
10510,-1623.0,172.0,0,0
10511,30.0,152.0,0,0
10512,,,0,0
10513,124.0,413.0,0,0
10514,25.0,866.0,1,0
10515,-28.0,0.0,0,0
10516,763.0,797.0,0,0
10517,763.0,797.0,0,0
10518,-66.0,147.0,0,0
10519,2467.0,549.0,1,0
10520,,,0,0
10521,941.0,0.0,0,0
10522,60.0,50.0,0,0
10523,,,1,0
10524,,,0,0
10525,170.0,894.0,0,0
10526,3245.0,785.0,0,1
10527,-96.0,306.0,0,0
10528,-263.0,352.0,0,0
10529,-32.0,1545.0,0,0
10530,,,0,0
10531,-63.0,577.0,0,0
10532,-168.0,0.0,0,1
10533,1367.0,362.0,0,0
10534,,,0,0
10535,81.0,531.0,0,0
10536,2282.0,53.0,0,0
10537,,,0,0
10538,44.0,32.0,0,0
10539,1963.0,904.0,0,0
10540,9289.0,3843.0,0,0
10541,222.0,0.0,0,1
10542,49.0,165.0,0,0
10543,-136.0,1194.0,0,0
10544,,,0,0
10545,686.0,117.0,1,0
10546,,,0,0
10547,-521.0,0.0,0,0
10548,461.0,482.0,0,0
10549,116.0,212.0,0,0
10550,11856.0,212.0,1,1
10551,-58.0,304.0,0,0
10552,137.0,182.0,0,0
10553,,,0,1
10554,,,0,0
10555,487.0,0.0,0,0
10556,-89.0,358.0,1,0
10557,,,0,0
10558,-112.0,85.0,1,0
10559,741.0,111.0,0,0
10560,-109.0,572.0,0,0
10561,3.0,499.0,0,0
10562,5369.0,377.0,0,0
10563,-216.0,470.0,1,0
10564,,,0,0
10565,54.0,269.0,0,0
10566,24.0,0.0,0,0
10567,90.0,481.0,0,0
10568,-20.0,0.0,0,0
10569,-33.0,527.0,0,0
10570,29.0,586.0,0,0
10571,513.0,0.0,0,0
10572,,,0,0
10573,-630.0,1611.0,0,0
10574,-90.0,537.0,0,0
10575,-205.0,649.0,0,1
10576,,,0,0
10577,19.0,68.0,0,0
10578,16868.0,2485.0,0,0
10579,83.0,0.0,0,0
10580,394.0,211.0,0,0
10581,538.0,41.0,0,0
10582,171.0,0.0,0,0
10583,351.0,3192.0,1,0
10584,-72.0,275.0,0,0
10585,-15.0,1303.0,0,0
10586,,,0,0
10587,122.0,725.0,0,1
10588,-57.0,369.0,1,0
10589,328.0,297.0,0,0
10590,62.0,560.0,0,0
10591,,,1,0
10592,,,0,0
10593,829.0,0.0,0,0
10594,35.0,53.0,0,0
10595,-141.0,1278.0,0,0
10596,,,0,0
10597,-147.0,159.0,0,0
10598,,,0,0
10599,,,0,0
10600,170.0,278.0,0,0
10601,-99.0,20.0,0,0
10602,-193.0,1105.0,0,0
10603,363.0,0.0,0,0
10604,-154.0,34.0,1,0
10605,,,0,0
10606,,,1,0
10607,,,0,0
10608,,,0,0
10609,-6.0,329.0,0,0
10610,,,0,0
10611,64.0,404.0,0,0
10612,,,0,0
10613,169.0,1227.0,0,0
10614,,,0,0
10615,,,0,0
10616,-28849.0,314.0,0,0
10617,,,0,0
10618,,,0,0
10619,41.0,173.0,0,0
10620,3167.0,169.0,1,0
10621,,,0,0
10622,-114.0,119.0,0,0
10623,4095.0,0.0,0,1
10624,-65.0,422.0,0,0
10625,23.0,0.0,0,0
10626,,,0,0
10627,,,0,0
10628,-131.0,0.0,0,0
10629,,,1,0
10630,117.0,235.0,0,0
10631,-9.0,0.0,0,0
10632,2729.0,58.0,0,1
10633,2729.0,58.0,0,1
10634,2750.0,563.0,0,0
10635,599.0,1272.0,1,0
10636,,,0,0
10637,,,1,0
10638,,,1,0
10639,-305.0,974.0,0,0
10640,966.0,541.0,0,0
10641,,,0,0
10642,394.0,440.0,0,0
10643,,,1,0
10644,80.0,411.0,0,0
10645,,,0,0
10646,,,0,0
10647,-69.0,64.0,1,0
10648,,,0,0
10649,58.0,373.0,0,0
10650,57.0,298.0,0,1
10651,,,0,0
10652,-91.0,80.0,0,0
10653,393.0,75.0,0,1
10654,28.0,44.0,1,0
10655,33.0,256.0,0,0
10656,2251.0,304.0,1,0
10657,308.0,461.0,0,0
10658,,,0,0
10659,154.0,3131.0,0,0
10660,,,0,0
10661,,,0,0
10662,81.0,501.0,1,0
10663,-59.0,424.0,0,0
10664,-67.0,548.0,0,0
10665,145.0,395.0,0,0
10666,,,0,0
10667,-84.0,61.0,1,0
10668,349.0,314.0,0,0
10669,103.0,422.0,0,0
10670,-205.0,1192.0,0,0
10671,,,0,0
10672,11.0,0.0,0,0
10673,676.0,2326.0,0,0
10674,-73.0,268.0,0,0
10675,228.0,456.0,1,0
10676,,,0,0
10677,1385.0,375.0,0,0
10678,117.0,202.0,0,0
10679,,,1,0
10680,64.0,351.0,0,0
10681,130.0,106.0,1,0
10682,-199.0,167.0,0,0
10683,3072.0,820.0,0,0
10684,,,0,0
10685,-48.0,69.0,1,0
10686,,,0,0
10687,,,1,0
10688,257.0,10937.0,0,0
10689,,,0,0
10690,,,1,0
10691,7.0,28.0,0,0
10692,150.0,336.0,1,0
10693,97.0,317.0,0,0
10694,162.0,413.0,0,0
10695,57.0,325.0,0,0
10696,-104.0,0.0,1,0
10697,,,0,0
10698,-16.0,20.0,0,0
10699,,,1,1
10700,-37.0,779.0,0,0
10701,,,0,0
10702,-19.0,879.0,0,0
10703,106.0,234.0,0,0
10704,164.0,164.0,0,0
10705,-61.0,69.0,1,0
10706,,,0,0
10707,526.0,0.0,1,0
10708,195.0,644.0,0,0
10709,146.0,0.0,1,0
10710,166.0,0.0,1,0
10711,-157.0,0.0,0,0
10712,-438.0,602.0,0,0
10713,-71.0,0.0,0,0
10714,119.0,61.0,0,0
10715,726.0,0.0,0,0
10716,,,0,0
10717,,,0,0
10718,-568.0,281.0,0,0
10719,-204.0,303.0,1,0
10720,296.0,0.0,0,0
10721,-254.0,1143.0,0,0
10722,,,0,0
10723,-107.0,0.0,0,0
10724,,,0,0
10725,-153.0,549.0,1,0
